id,eventDate,decimalLatitude,decimalLongitude,geodeticDatum,footprintWKT,scientificName,vernacularName
945_758,12/24/04,41.456944,-71.3625,EPSG:4326 WGS84,POINT(-71.3625 41.456944),Balaenoptera physalus,Fin Whale
945_757,11/25/02,41.466944,-71.366667,EPSG:4326 WGS84,POINT(-71.366667 41.466944),Balaenoptera physalus,Fin Whale
945_761,4/30/96,41.451389,-71.166944,EPSG:4326 WGS84,POINT(-71.166944 41.451389),Balaenoptera physalus,Fin Whale
945_760,7/28/91,41.368056,-71.518333,EPSG:4326 WGS84,POINT(-71.518333 41.368056),Balaenoptera physalus,Fin Whale
945_756,6/13/04,41.473333,-71.338611,EPSG:4326 WGS84,POINT(-71.338611 41.473333),Balaenoptera physalus,Fin Whale
945_695,3/3/98,41.3691,-71.26616,EPSG:4326 WGS84,POINT(-71.26616 41.3691),Balaenoptera musculus,Blue Whale
945_803,5/21/04,41.483333,-71.158333,EPSG:4326 WGS84,POINT(-71.158333 41.483333),Megaptera novaeangliae,Humpback Whale
945_805,6/20/09,41.4736,-71.1623,EPSG:4326 WGS84,POINT(-71.1623 41.4736),Megaptera novaeangliae,Humpback Whale
945_808,5/6/11,41.45998,-71.19521,EPSG:4326 WGS84,POINT(-71.19521 41.45998),Megaptera novaeangliae,Humpback Whale
945_801,6/22/01,41.47,-71.305278,EPSG:4326 WGS84,POINT(-71.305278 41.47),Megaptera novaeangliae,Humpback Whale
945_804,7/8/04,41.460556,-71.321389,EPSG:4326 WGS84,POINT(-71.321389 41.460556),Megaptera novaeangliae,Humpback Whale
945_807,5/8/10,41.36,-71.4866,EPSG:4326 WGS84,POINT(-71.4866 41.36),Megaptera novaeangliae,Humpback Whale
945_802,8/10/01,41.478889,-71.256944,EPSG:4326 WGS84,POINT(-71.256944 41.478889),Megaptera novaeangliae,Humpback Whale
945_806,8/25/09,41.469,-71.196,EPSG:4326 WGS84,POINT(-71.196 41.469),Megaptera novaeangliae,Humpback Whale
945_843,7/17/95,41.483889,-71.266667,EPSG:4326 WGS84,POINT(-71.266667 41.483889),Eubalaena glacialis,North Atlantic Right Whale
945_378,6/14/01,41.324444,-71.801389,EPSG:4326 WGS84,POINT(-71.801389 41.324444),Phoca vitulina,Harbor Seal
945_306,6/8/92,41.450556,-71.351389,EPSG:4326 WGS84,POINT(-71.351389 41.450556),Phoca vitulina,Harbor Seal
945_391,4/23/03,41.593889,-71.338611,EPSG:4326 WGS84,POINT(-71.338611 41.593889),Phoca vitulina,Harbor Seal
945_373,4/11/00,41.58,-71.288611,EPSG:4326 WGS84,POINT(-71.288611 41.58),Phoca vitulina,Harbor Seal
945_350,4/30/97,41.467222,-71.417222,EPSG:4326 WGS84,POINT(-71.417222 41.467222),Phoca vitulina,Harbor Seal
945_365,10/2/98,41.301111,-71.850833,EPSG:4326 WGS84,POINT(-71.850833 41.301111),Phoca vitulina,Harbor Seal
945_302,5/9/92,41.483611,-71.135,EPSG:4326 WGS84,POINT(-71.135 41.483611),Phoca vitulina,Harbor Seal
945_361,6/1/98,41.478611,-71.246389,EPSG:4326 WGS84,POINT(-71.246389 41.478611),Phoca vitulina,Harbor Seal
945_287,4/14/90,41.601667,-71.235,EPSG:4326 WGS84,POINT(-71.235 41.601667),Phoca vitulina,Harbor Seal
945_397,1/1/04,41.460278,-71.363889,EPSG:4326 WGS84,POINT(-71.363889 41.460278),Phoca vitulina,Harbor Seal
945_363,7/14/98,41.319167,-71.7025,EPSG:4326 WGS84,POINT(-71.7025 41.319167),Phoca vitulina,Harbor Seal
945_389,4/20/03,41.537222,-71.311389,EPSG:4326 WGS84,POINT(-71.311389 41.537222),Phoca vitulina,Harbor Seal
945_324,6/27/94,41.484444,-71.283889,EPSG:4326 WGS84,POINT(-71.283889 41.484444),Phoca vitulina,Harbor Seal
945_452,5/15/11,41.488987,-71.267002,EPSG:4326 WGS84,POINT(-71.267002 41.488987),Phoca vitulina,Harbor Seal
945_630,2/21/04,41.323333,-72.062222,EPSG:4326 WGS84,POINT(-72.062222 41.323333),Phoca vitulina,Harbor Seal
945_612,5/16/91,41.333333,-71.983333,EPSG:4326 WGS84,POINT(-71.983333 41.333333),Phoca vitulina,Harbor Seal
945_444,8/2/09,41.467,-71.298,EPSG:4326 WGS84,POINT(-71.298 41.467),Phoca vitulina,Harbor Seal
945_352,11/4/97,41.384444,-71.467222,EPSG:4326 WGS84,POINT(-71.467222 41.384444),Phoca vitulina,Harbor Seal
945_342,5/19/96,41.489167,-71.380278,EPSG:4326 WGS84,POINT(-71.380278 41.489167),Phoca vitulina,Harbor Seal
945_307,6/25/92,41.301944,-71.834444,EPSG:4326 WGS84,POINT(-71.834444 41.301944),Phoca vitulina,Harbor Seal
945_617,1/14/96,41.312778,-72.013056,EPSG:4326 WGS84,POINT(-72.013056 41.312778),Phoca vitulina,Harbor Seal
945_428,5/13/07,41.495556,-71.433889,EPSG:4326 WGS84,POINT(-71.433889 41.495556),Phoca vitulina,Harbor Seal
945_392,11/1/03,41.483056,-71.161667,EPSG:4326 WGS84,POINT(-71.161667 41.483056),Phoca vitulina,Harbor Seal
945_400,3/18/04,41.316944,-71.871111,EPSG:4326 WGS84,POINT(-71.871111 41.316944),Phoca vitulina,Harbor Seal
945_380,6/30/01,41.374444,-71.6,EPSG:4326 WGS84,POINT(-71.6 41.374444),Phoca vitulina,Harbor Seal
945_643,3/4/01,41.201389,-72.118056,EPSG:4326 WGS84,POINT(-72.118056 41.201389),Phoca vitulina,Harbor Seal
945_360,5/19/98,41.346389,-71.6775,EPSG:4326 WGS84,POINT(-71.6775 41.346389),Phoca vitulina,Harbor Seal
945_299,6/13/91,41.485,-71.385833,EPSG:4326 WGS84,POINT(-71.385833 41.485),Phoca vitulina,Harbor Seal
945_376,6/2/00,41.451389,-71.185278,EPSG:4326 WGS84,POINT(-71.185278 41.451389),Phoca vitulina,Harbor Seal
945_626,5/10/01,41.212778,-73.036389,EPSG:4326 WGS84,POINT(-73.036389 41.212778),Phoca vitulina,Harbor Seal
945_615,6/25/94,41.122778,-73.256111,EPSG:4326 WGS84,POINT(-73.256111 41.122778),Phoca vitulina,Harbor Seal
945_628,12/6/01,41.321389,-72.048889,EPSG:4326 WGS84,POINT(-72.048889 41.321389),Phoca vitulina,Harbor Seal
945_443,6/1/09,41.484,-71.385,EPSG:4326 WGS84,POINT(-71.385 41.484),Phoca vitulina,Harbor Seal
945_308,7/18/92,41.367778,-71.500278,EPSG:4326 WGS84,POINT(-71.500278 41.367778),Phoca vitulina,Harbor Seal
945_454,9/26/11,41.479469,-71.275291,EPSG:4326 WGS84,POINT(-71.275291 41.479469),Phoca vitulina,Harbor Seal
945_641,9/24/07,41.329167,-71.920833,EPSG:4326 WGS84,POINT(-71.920833 41.329167),Phoca vitulina,Harbor Seal
945_435,4/11/08,41.47843,-71.37661,EPSG:4326 WGS84,POINT(-71.37661 41.47843),Phoca vitulina,Harbor Seal
945_341,5/17/96,41.417222,-71.450556,EPSG:4326 WGS84,POINT(-71.450556 41.417222),Phoca vitulina,Harbor Seal
945_327,4/9/95,41.552222,-71.434167,EPSG:4326 WGS84,POINT(-71.434167 41.552222),Phoca vitulina,Harbor Seal
945_301,1/8/92,41.45,-71.450278,EPSG:4326 WGS84,POINT(-71.450278 41.45),Phoca vitulina,Harbor Seal
945_425,10/31/06,41.3275,-71.7504,EPSG:4326 WGS84,POINT(-71.7504 41.3275),Phoca vitulina,Harbor Seal
945_332,9/16/95,41.450278,-71.4,EPSG:4326 WGS84,POINT(-71.4 41.450278),Phoca vitulina,Harbor Seal
945_642,7/5/00,41.200833,-72.101111,EPSG:4326 WGS84,POINT(-72.101111 41.200833),Phoca vitulina,Harbor Seal
945_317,4/27/94,41.367778,-71.534722,EPSG:4326 WGS84,POINT(-71.534722 41.367778),Phoca vitulina,Harbor Seal
945_290,12/19/90,41.183333,-71.6,EPSG:4326 WGS84,POINT(-71.6 41.183333),Phoca vitulina,Harbor Seal
945_336,1/27/96,41.218611,-71.568333,EPSG:4326 WGS84,POINT(-71.568333 41.218611),Phoca vitulina,Harbor Seal
945_407,5/31/04,41.484722,-71.404167,EPSG:4326 WGS84,POINT(-71.404167 41.484722),Phoca vitulina,Harbor Seal
945_638,3/13/07,41.351389,-71.910278,EPSG:4326 WGS84,POINT(-71.910278 41.351389),Phoca vitulina,Harbor Seal
945_355,4/20/98,41.361389,-71.621111,EPSG:4326 WGS84,POINT(-71.621111 41.361389),Phoca vitulina,Harbor Seal
945_347,1/23/97,41.167778,-71.551111,EPSG:4326 WGS84,POINT(-71.551111 41.167778),Phoca vitulina,Harbor Seal
945_645,4/21/96,41.201389,-72.118056,EPSG:4326 WGS84,POINT(-72.118056 41.201389),Phoca vitulina,Harbor Seal
945_646,4/21/96,41.201389,-72.118056,EPSG:4326 WGS84,POINT(-72.118056 41.201389),Phoca vitulina,Harbor Seal
945_647,4/21/96,41.201389,-72.118056,EPSG:4326 WGS84,POINT(-72.118056 41.201389),Phoca vitulina,Harbor Seal
945_447,3/8/10,41.401942,-71.507398,EPSG:4326 WGS84,POINT(-71.507398 41.401942),Phoca vitulina,Harbor Seal
945_388,4/19/03,41.496111,-71.257222,EPSG:4326 WGS84,POINT(-71.257222 41.496111),Phoca vitulina,Harbor Seal
945_640,7/31/07,41.158056,-73.2025,EPSG:4326 WGS84,POINT(-73.2025 41.158056),Phoca vitulina,Harbor Seal
945_387,4/14/03,41.4958,-71.3391,EPSG:4326 WGS84,POINT(-71.3391 41.4958),Phoca vitulina,Harbor Seal
945_399,3/16/04,41.467222,-71.188056,EPSG:4326 WGS84,POINT(-71.188056 41.467222),Phoca vitulina,Harbor Seal
945_383,4/1/02,41.670833,-71.415278,EPSG:4326 WGS84,POINT(-71.415278 41.670833),Phoca vitulina,Harbor Seal
945_431,6/5/07,41.566666,-71.443611,EPSG:4326 WGS84,POINT(-71.443611 41.566666),Phoca vitulina,Harbor Seal
945_333,10/26/95,41.366667,-71.584167,EPSG:4326 WGS84,POINT(-71.584167 41.366667),Phoca vitulina,Harbor Seal
945_457,12/29/11,41.4835,-71.42053,EPSG:4326 WGS84,POINT(-71.42053 41.4835),Phoca vitulina,Harbor Seal
945_343,5/22/96,41.49,-71.400556,EPSG:4326 WGS84,POINT(-71.400556 41.49),Phoca vitulina,Harbor Seal
945_320,5/24/94,41.489167,-71.265556,EPSG:4326 WGS84,POINT(-71.265556 41.489167),Phoca vitulina,Harbor Seal
945_335,1/25/96,41.364722,-71.599444,EPSG:4326 WGS84,POINT(-71.599444 41.364722),Phoca vitulina,Harbor Seal
945_314,7/13/93,41.317222,-71.802222,EPSG:4326 WGS84,POINT(-71.802222 41.317222),Phoca vitulina,Harbor Seal
945_315,11/7/93,41.651389,-71.200833,EPSG:4326 WGS84,POINT(-71.200833 41.651389),Phoca vitulina,Harbor Seal
945_322,6/19/94,41.453056,-71.306667,EPSG:4326 WGS84,POINT(-71.306667 41.453056),Phoca vitulina,Harbor Seal
945_337,3/9/96,41.45,-71.350833,EPSG:4326 WGS84,POINT(-71.350833 41.45),Phoca vitulina,Harbor Seal
945_386,3/25/03,41.688333,-71.22027,EPSG:4326 WGS84,POINT(-71.22027 41.688333),Phoca vitulina,Harbor Seal
945_406,5/28/04,41.408333,-71.471944,EPSG:4326 WGS84,POINT(-71.471944 41.408333),Phoca vitulina,Harbor Seal
945_366,12/1/98,41.3175,-71.800833,EPSG:4326 WGS84,POINT(-71.800833 41.3175),Phoca vitulina,Harbor Seal
945_416,6/27/05,41.329444,-71.798611,EPSG:4326 WGS84,POINT(-71.798611 41.329444),Phoca vitulina,Harbor Seal
945_375,5/9/00,41.618889,-71.216944,EPSG:4326 WGS84,POINT(-71.216944 41.618889),Phoca vitulina,Harbor Seal
945_418,4/11/06,41.441667,-71.493056,EPSG:4326 WGS84,POINT(-71.493056 41.441667),Phoca vitulina,Harbor Seal
945_434,4/10/08,41.31,-71.876667,EPSG:4326 WGS84,POINT(-71.876667 41.31),Phoca vitulina,Harbor Seal
945_422,5/24/06,41.6971,-71.2462,EPSG:4326 WGS84,POINT(-71.2462 41.6971),Phoca vitulina,Harbor Seal
945_369,3/30/00,41.184722,-71.584444,EPSG:4326 WGS84,POINT(-71.584444 41.184722),Phoca vitulina,Harbor Seal
945_370,3/30/00,41.184722,-71.584444,EPSG:4326 WGS84,POINT(-71.584444 41.184722),Phoca vitulina,Harbor Seal
945_371,3/30/00,41.184722,-71.584444,EPSG:4326 WGS84,POINT(-71.584444 41.184722),Phoca vitulina,Harbor Seal
945_637,10/3/06,41.251667,-72.8175,EPSG:4326 WGS84,POINT(-72.8175 41.251667),Phoca vitulina,Harbor Seal
945_455,11/22/11,41.53909,-71.42386,EPSG:4326 WGS84,POINT(-71.42386 41.53909),Phoca vitulina,Harbor Seal
945_393,11/6/03,41.441667,-71.325,EPSG:4326 WGS84,POINT(-71.325 41.441667),Phoca vitulina,Harbor Seal
945_334,1/22/96,41.467778,-71.418333,EPSG:4326 WGS84,POINT(-71.418333 41.467778),Phoca vitulina,Harbor Seal
945_316,4/2/94,41.184167,-71.584722,EPSG:4326 WGS84,POINT(-71.584722 41.184167),Phoca vitulina,Harbor Seal
945_620,5/22/96,41.292222,-72.213611,EPSG:4326 WGS84,POINT(-72.213611 41.292222),Phoca vitulina,Harbor Seal
945_636,7/6/06,41.266667,-72.566667,EPSG:4326 WGS84,POINT(-72.566667 41.266667),Phoca vitulina,Harbor Seal
945_328,5/21/95,41.351389,-71.469167,EPSG:4326 WGS84,POINT(-71.469167 41.351389),Phoca vitulina,Harbor Seal
945_639,4/19/07,41.329167,-71.963889,EPSG:4326 WGS84,POINT(-71.963889 41.329167),Phoca vitulina,Harbor Seal
945_633,7/9/05,41.166667,-73.116667,EPSG:4326 WGS84,POINT(-73.116667 41.166667),Phoca vitulina,Harbor Seal
945_644,5/12/93,41.28333,-71.951389,EPSG:4326 WGS84,POINT(-71.951389 41.28333),Phoca vitulina,Harbor Seal
945_445,2/5/10,41.3615,-71.48139,EPSG:4326 WGS84,POINT(-71.48139 41.3615),Phoca vitulina,Harbor Seal
945_430,5/21/07,41.671111,-71.370556,EPSG:4326 WGS84,POINT(-71.370556 41.671111),Phoca vitulina,Harbor Seal
945_305,6/5/92,41.301111,-71.850833,EPSG:4326 WGS84,POINT(-71.850833 41.301111),Phoca vitulina,Harbor Seal
945_312,6/14/93,41.451667,-71.318611,EPSG:4326 WGS84,POINT(-71.318611 41.451667),Phoca vitulina,Harbor Seal
945_415,6/25/05,41.329167,-71.800833,EPSG:4326 WGS84,POINT(-71.800833 41.329167),Phoca vitulina,Harbor Seal
945_330,6/6/95,41.450556,-71.301667,EPSG:4326 WGS84,POINT(-71.301667 41.450556),Phoca vitulina,Harbor Seal
945_442,4/22/09,41.5534,-71.4294,EPSG:4326 WGS84,POINT(-71.4294 41.5534),Phoca vitulina,Harbor Seal
945_619,5/8/96,41.263889,-72.503611,EPSG:4326 WGS84,POINT(-72.503611 41.263889),Phoca vitulina,Harbor Seal
945_632,11/6/04,41.283333,-72.333333,EPSG:4326 WGS84,POINT(-72.333333 41.283333),Phoca vitulina,Harbor Seal
945_298,5/14/91,41.601389,-71.416667,EPSG:4326 WGS84,POINT(-71.416667 41.601389),Phoca vitulina,Harbor Seal
945_289,5/24/90,41.567222,-71.352222,EPSG:4326 WGS84,POINT(-71.352222 41.567222),Phoca vitulina,Harbor Seal
945_420,5/7/06,41.3635,-71.481,EPSG:4326 WGS84,POINT(-71.481 41.3635),Phoca vitulina,Harbor Seal
945_325,1/13/95,41.168056,-71.551944,EPSG:4326 WGS84,POINT(-71.551944 41.168056),Phoca vitulina,Harbor Seal
945_408,6/20/04,41.319444,-71.870833,EPSG:4326 WGS84,POINT(-71.870833 41.319444),Phoca vitulina,Harbor Seal
945_344,5/31/96,41.308333,-71.8775,EPSG:4326 WGS84,POINT(-71.8775 41.308333),Phoca vitulina,Harbor Seal
945_631,7/5/04,41.153,-73.1023,EPSG:4326 WGS84,POINT(-73.1023 41.153),Phoca vitulina,Harbor Seal
945_432,6/9/07,41.3744,-71.4871,EPSG:4326 WGS84,POINT(-71.4871 41.3744),Phoca vitulina,Harbor Seal
945_623,10/7/99,41.288611,-72.303889,EPSG:4326 WGS84,POINT(-72.303889 41.288611),Phoca vitulina,Harbor Seal
945_414,6/5/05,41.753333,-71.360278,EPSG:4326 WGS84,POINT(-71.360278 41.753333),Phoca vitulina,Harbor Seal
945_396,12/20/03,41.375,-71.6025,EPSG:4326 WGS84,POINT(-71.6025 41.375),Phoca vitulina,Harbor Seal
945_427,4/14/07,41.561,-71.4368,EPSG:4326 WGS84,POINT(-71.4368 41.561),Phoca vitulina,Harbor Seal
945_614,4/15/93,41.512778,-72.076944,EPSG:4326 WGS84,POINT(-72.076944 41.512778),Phoca vitulina,Harbor Seal
945_439,12/29/08,41.4666,-71.1833,EPSG:4326 WGS84,POINT(-71.1833 41.4666),Phoca vitulina,Harbor Seal
945_437,5/6/08,41.683611,-71.39805,EPSG:4326 WGS84,POINT(-71.39805 41.683611),Phoca vitulina,Harbor Seal
945_304,6/4/92,41.451111,-71.302222,EPSG:4326 WGS84,POINT(-71.302222 41.451111),Phoca vitulina,Harbor Seal
945_629,4/26/03,41.301389,-72.101944,EPSG:4326 WGS84,POINT(-72.101944 41.301389),Phoca vitulina,Harbor Seal
945_288,5/2/90,41.485278,-71.383333,EPSG:4326 WGS84,POINT(-71.383333 41.485278),Phoca vitulina,Harbor Seal
945_426,1/9/07,41.4306,-71.4553,EPSG:4326 WGS84,POINT(-71.4553 41.4306),Phoca vitulina,Harbor Seal
945_323,6/25/94,41.181944,-71.5775,EPSG:4326 WGS84,POINT(-71.5775 41.181944),Phoca vitulina,Harbor Seal
945_438,6/19/08,41.4802,-71.3385,EPSG:4326 WGS84,POINT(-71.3385 41.4802),Phoca vitulina,Harbor Seal
945_303,5/27/92,41.483889,-71.250556,EPSG:4326 WGS84,POINT(-71.250556 41.483889),Phoca vitulina,Harbor Seal
945_348,2/20/97,41.550278,-71.383611,EPSG:4326 WGS84,POINT(-71.383611 41.550278),Phoca vitulina,Harbor Seal
945_384,10/20/02,41.510556,-71.326944,EPSG:4326 WGS84,POINT(-71.326944 41.510556),Phoca vitulina,Harbor Seal
945_313,6/29/93,41.451111,-71.302222,EPSG:4326 WGS84,POINT(-71.302222 41.451111),Phoca vitulina,Harbor Seal
945_635,1/1/06,41.305556,-72.163889,EPSG:4326 WGS84,POINT(-72.163889 41.305556),Phoca vitulina,Harbor Seal
945_339,4/29/96,41.361389,-71.656944,EPSG:4326 WGS84,POINT(-71.656944 41.361389),Phoca vitulina,Harbor Seal
945_402,4/16/04,41.362778,-71.638333,EPSG:4326 WGS84,POINT(-71.638333 41.362778),Phoca vitulina,Harbor Seal
945_382,2/24/02,41.651111,-71.266944,EPSG:4326 WGS84,POINT(-71.266944 41.651111),Phoca vitulina,Harbor Seal
945_404,5/21/04,41.326111,-71.8075,EPSG:4326 WGS84,POINT(-71.8075 41.326111),Phoca vitulina,Harbor Seal
945_429,5/21/07,41.457222,-71.349167,EPSG:4326 WGS84,POINT(-71.349167 41.457222),Phoca vitulina,Harbor Seal
945_351,6/20/97,41.450278,-71.334722,EPSG:4326 WGS84,POINT(-71.334722 41.450278),Phoca vitulina,Harbor Seal
945_458,1/30/11,41.5,-71.341,EPSG:4326 WGS84,POINT(-71.341 41.5),Phoca vitulina,Harbor Seal
945_353,11/18/97,41.45,-71.351111,EPSG:4326 WGS84,POINT(-71.351111 41.45),Phoca vitulina,Harbor Seal
945_349,4/6/97,41.334167,-71.684444,EPSG:4326 WGS84,POINT(-71.684444 41.334167),Phoca vitulina,Harbor Seal
945_326,1/28/95,41.185278,-71.584167,EPSG:4326 WGS84,POINT(-71.584167 41.185278),Phoca vitulina,Harbor Seal
945_318,5/6/94,41.695278,-71.366111,EPSG:4326 WGS84,POINT(-71.366111 41.695278),Phoca vitulina,Harbor Seal
945_364,7/19/98,41.466667,-71.351667,EPSG:4326 WGS84,POINT(-71.351667 41.466667),Phoca vitulina,Harbor Seal
945_441,2/13/09,41.3646,-71.4895,EPSG:4326 WGS84,POINT(-71.4895 41.3646),Phoca vitulina,Harbor Seal
945_410,1/29/05,41.405,-71.4725,EPSG:4326 WGS84,POINT(-71.4725 41.405),Phoca vitulina,Harbor Seal
945_423,7/2/06,41.372778,-71.610833,EPSG:4326 WGS84,POINT(-71.610833 41.372778),Phoca vitulina,Harbor Seal
945_424,7/24/06,41.379444,-71.474722,EPSG:4326 WGS84,POINT(-71.474722 41.379444),Phoca vitulina,Harbor Seal
945_346,1/6/97,41.451111,-71.302222,EPSG:4326 WGS84,POINT(-71.302222 41.451111),Phoca vitulina,Harbor Seal
945_440,1/5/09,41.183,-71.582,EPSG:4326 WGS84,POINT(-71.582 41.183),Phoca vitulina,Harbor Seal
945_291,12/21/90,41.351111,-71.618611,EPSG:4326 WGS84,POINT(-71.618611 41.351111),Phoca vitulina,Harbor Seal
945_292,1/6/91,41.3675,-71.485278,EPSG:4326 WGS84,POINT(-71.485278 41.3675),Phoca vitulina,Harbor Seal
945_413,5/23/05,41.466667,-71.166667,EPSG:4326 WGS84,POINT(-71.166667 41.466667),Phoca vitulina,Harbor Seal
945_338,3/20/96,41.718056,-71.334167,EPSG:4326 WGS84,POINT(-71.334167 41.718056),Phoca vitulina,Harbor Seal
945_448,5/25/10,41.330761,-71.735889,EPSG:4326 WGS84,POINT(-71.735889 41.330761),Phoca vitulina,Harbor Seal
945_340,4/30/96,41.468333,-71.385556,EPSG:4326 WGS84,POINT(-71.385556 41.468333),Phoca vitulina,Harbor Seal
945_385,11/14/02,41.333611,-71.713889,EPSG:4326 WGS84,POINT(-71.713889 41.333611),Phoca vitulina,Harbor Seal
945_398,2/10/04,41.395,-71.475556,EPSG:4326 WGS84,POINT(-71.475556 41.395),Phoca vitulina,Harbor Seal
945_634,11/24/05,41.3,-72.2,EPSG:4326 WGS84,POINT(-72.2 41.3),Phoca vitulina,Harbor Seal
945_293,3/31/91,41.450556,-71.351389,EPSG:4326 WGS84,POINT(-71.351389 41.450556),Phoca vitulina,Harbor Seal
945_359,5/18/98,41.321111,-71.810278,EPSG:4326 WGS84,POINT(-71.810278 41.321111),Phoca vitulina,Harbor Seal
945_294,4/1/91,41.1525,-71.535278,EPSG:4326 WGS84,POINT(-71.535278 41.1525),Phoca vitulina,Harbor Seal
945_450,3/6/11,41.53624,-71.38739,EPSG:4326 WGS84,POINT(-71.38739 41.53624),Phoca vitulina,Harbor Seal
945_622,3/15/97,41.300833,-72.000833,EPSG:4326 WGS84,POINT(-72.000833 41.300833),Phoca vitulina,Harbor Seal
945_309,3/14/93,41.45,-71.350833,EPSG:4326 WGS84,POINT(-71.350833 41.45),Phoca vitulina,Harbor Seal
945_297,5/6/91,41.502222,-71.416667,EPSG:4326 WGS84,POINT(-71.416667 41.502222),Phoca vitulina,Harbor Seal
945_321,6/15/94,41.315833,-71.833611,EPSG:4326 WGS84,POINT(-71.833611 41.315833),Phoca vitulina,Harbor Seal
945_412,4/14/05,41.470278,-71.366111,EPSG:4326 WGS84,POINT(-71.366111 41.470278),Phoca vitulina,Harbor Seal
945_405,5/28/04,41.458611,-71.336389,EPSG:4326 WGS84,POINT(-71.336389 41.458611),Phoca vitulina,Harbor Seal
945_436,5/1/08,41.55555,-71.427777,EPSG:4326 WGS84,POINT(-71.427777 41.55555),Phoca vitulina,Harbor Seal
945_449,12/5/10,41.62716,-71.40369,EPSG:4326 WGS84,POINT(-71.40369 41.62716),Phoca vitulina,Harbor Seal
945_433,11/21/07,41.5027,-71.360716,EPSG:4326 WGS84,POINT(-71.360716 41.5027),Phoca vitulina,Harbor Seal
945_310,4/11/93,41.218333,-71.569167,EPSG:4326 WGS84,POINT(-71.569167 41.218333),Phoca vitulina,Harbor Seal
945_453,5/21/11,41.488168,-71.289914,EPSG:4326 WGS84,POINT(-71.289914 41.488168),Phoca vitulina,Harbor Seal
945_395,12/18/03,41.338611,-71.725278,EPSG:4326 WGS84,POINT(-71.725278 41.338611),Phoca vitulina,Harbor Seal
945_618,4/21/96,41.3205,-72.0786,EPSG:4326 WGS84,POINT(-72.0786 41.3205),Phoca vitulina,Harbor Seal
945_409,6/24/04,41.329444,-71.798611,EPSG:4326 WGS84,POINT(-71.798611 41.329444),Phoca vitulina,Harbor Seal
945_613,7/2/91,41.3175,-71.901389,EPSG:4326 WGS84,POINT(-71.901389 41.3175),Phoca vitulina,Harbor Seal
945_374,5/8/00,41.451111,-71.185278,EPSG:4326 WGS84,POINT(-71.185278 41.451111),Phoca vitulina,Harbor Seal
945_377,4/29/01,41.37,-71.487222,EPSG:4326 WGS84,POINT(-71.487222 41.37),Phoca vitulina,Harbor Seal
945_331,7/1/95,41.451944,-71.168333,EPSG:4326 WGS84,POINT(-71.168333 41.451944),Phoca vitulina,Harbor Seal
945_411,4/9/05,41.758056,-71.368889,EPSG:4326 WGS84,POINT(-71.368889 41.758056),Phoca vitulina,Harbor Seal
945_296,4/23/91,41.585278,-71.201389,EPSG:4326 WGS84,POINT(-71.201389 41.585278),Phoca vitulina,Harbor Seal
945_357,5/7/98,41.484444,-71.266944,EPSG:4326 WGS84,POINT(-71.266944 41.484444),Phoca vitulina,Harbor Seal
945_624,5/17/00,41.073333,-73.407778,EPSG:4326 WGS84,POINT(-73.407778 41.073333),Phoca vitulina,Harbor Seal
945_403,5/11/04,41.72,-71.309167,EPSG:4326 WGS84,POINT(-71.309167 41.72),Phoca vitulina,Harbor Seal
945_381,7/1/01,41.457778,-71.203889,EPSG:4326 WGS84,POINT(-71.203889 41.457778),Phoca vitulina,Harbor Seal
945_368,1/27/00,41.393056,-71.483056,EPSG:4326 WGS84,POINT(-71.483056 41.393056),Phoca vitulina,Harbor Seal
945_394,12/14/03,41.375,-71.603889,EPSG:4326 WGS84,POINT(-71.603889 41.375),Phoca vitulina,Harbor Seal
945_390,4/21/03,41.6708,-71.4252,EPSG:4326 WGS84,POINT(-71.4252 41.6708),Phoca vitulina,Harbor Seal
945_319,5/9/94,41.336111,-71.703333,EPSG:4326 WGS84,POINT(-71.703333 41.336111),Phoca vitulina,Harbor Seal
945_446,2/22/10,41.63887,-71.24618,EPSG:4326 WGS84,POINT(-71.24618 41.63887),Phoca vitulina,Harbor Seal
945_616,7/10/94,41.305833,-72.888333,EPSG:4326 WGS84,POINT(-72.888333 41.305833),Phoca vitulina,Harbor Seal
945_379,6/30/01,41.44,-71.458333,EPSG:4326 WGS84,POINT(-71.458333 41.44),Phoca vitulina,Harbor Seal
945_354,12/16/97,41.368611,-71.468611,EPSG:4326 WGS84,POINT(-71.468611 41.368611),Phoca vitulina,Harbor Seal
945_456,12/14/11,41.3671,-71.49336,EPSG:4326 WGS84,POINT(-71.49336 41.3671),Phoca vitulina,Harbor Seal
945_417,2/4/06,41.554167,-71.438611,EPSG:4326 WGS84,POINT(-71.438611 41.554167),Phoca vitulina,Harbor Seal
945_401,3/31/04,41.534167,-71.213889,EPSG:4326 WGS84,POINT(-71.213889 41.534167),Phoca vitulina,Harbor Seal
945_311,4/22/93,41.483333,-71.383333,EPSG:4326 WGS84,POINT(-71.383333 41.483333),Phoca vitulina,Harbor Seal
945_621,5/27/96,41.329167,-71.863056,EPSG:4326 WGS84,POINT(-71.863056 41.329167),Phoca vitulina,Harbor Seal
945_367,1/28/99,41.4,-71.452222,EPSG:4326 WGS84,POINT(-71.452222 41.4),Phoca vitulina,Harbor Seal
945_362,7/8/98,41.495,-71.133333,EPSG:4326 WGS84,POINT(-71.133333 41.495),Phoca vitulina,Harbor Seal
945_356,4/30/98,41.484167,-71.284722,EPSG:4326 WGS84,POINT(-71.284722 41.484167),Phoca vitulina,Harbor Seal
